Ref,Qty,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP,Notes
C2354,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2355,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2356,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2357,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2358,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2359,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2360,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2361,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2362,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2363,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2364,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2365,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2366,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2367,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2368,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2369,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2370,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2371,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2372,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2373,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2374,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2375,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2376,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2377,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2378,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2379,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2380,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2381,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2382,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2383,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2384,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2385,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2386,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2387,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2388,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2389,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2390,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2391,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2392,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2393,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2394,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2395,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2396,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2397,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2398,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2399,1,1uF 10V X7R 0402,Capacitor_SMD:C_0402_1005Metric,Murata,GRM155R71A105KE01D,Digi-Key,490-3262-1-ND,0402,Tier-3 1uF plane-distributed decoupling,,
C2400,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2401,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2402,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2403,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2404,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2405,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2406,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2407,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2408,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2409,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2410,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2411,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2412,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2413,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2414,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2415,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2416,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2417,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2418,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2419,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2420,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2421,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2422,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2423,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2424,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2425,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2426,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2427,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2428,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2429,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2430,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2431,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2432,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2433,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2434,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2435,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2436,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2437,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2438,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2439,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2440,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2441,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2442,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2443,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2444,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2445,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2446,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2447,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2448,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2449,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2450,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2451,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2452,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2453,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2454,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2455,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2456,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2457,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2458,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2459,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2460,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2461,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2462,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2463,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2464,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2465,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2466,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2467,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2468,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2469,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2470,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2471,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2472,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2473,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2474,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2475,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2476,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
C2477,1,100nF 6.3V X5R 01005,Capacitor_SMD:C_01005_0402Metric,Murata,GRM022R60J104ME15L,Digi-Key,490-18187-1-ND,01005,"Tier-4 100nF bypass, <1mm from NCE/HBM4 power pin (spec §III)",,
